Feature,CompGroup.C.,BaseGroup.B.,NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,X95.Conf.Int.1,X95.Conf.Int.2,MeanC,MeanB,NullValue.DifferenceInMeans,Alternative,Method,FDR
ST3GAL4,SeverAD,Control,7,8,1.32084222164563,3.23316059969237,12.093245925477,0.00711163087448735,0.131148429656901,0.671767856057384,4.69931314285714,4.297855,0,two.sided,Welch Two Sample t-test,0.675445034777526
LRRC27,SeverAD,Control,7,8,-1.38281376992371,-3.40836650957627,9.5643169863503,0.00711511567179924,-0.775191851759848,-0.160021898240153,4.755552,5.223158875,0,two.sided,Welch Two Sample t-test,0.675445034777526
PRH1,SeverAD,Control,7,8,-1.16008409670736,-3.19028828192942,12.970139676117,0.0071172751939933,-0.359333145303515,-0.0691256404107703,1.43914985714286,1.65337925,0,two.sided,Welch Two Sample t-test,0.675445034777526
MED7,SeverAD,Control,7,8,-1.28667057776268,-3.25352103292662,11.6724991011385,0.0071464362006106,-0.607926391114943,-0.119359073170771,3.12525714285714,3.488899875,0,two.sided,Welch Two Sample t-test,0.675445034777526
TYMS,SeverAD,Control,7,8,1.44067823965714,3.24711069526863,11.7857097518209,0.00714692938575555,0.172585820602166,0.880910500826406,2.87562928571429,2.348881125,0,two.sided,Welch Two Sample t-test,0.675445034777526
ROBO2,SeverAD,Control,7,8,-1.60169099002886,-3.18880525790992,12.9490343398375,0.00715054576359507,-1.14019630087921,-0.218995377692222,5.53369428571429,6.213290125,0,two.sided,Welch Two Sample t-test,0.675445034777526
FSD1L,SeverAD,Control,7,8,-1.69212189582597,-3.19956504326481,12.6770161404481,0.0071737955548021,-1.27253333574291,-0.245133664257089,2.375267,3.1341005,0,two.sided,Welch Two Sample t-test,0.675445034777526
ZNF385D,SeverAD,Control,7,8,-1.8095599803005,-3.19478400475259,12.7658540873559,0.00718267644945806,-1.43531752941129,-0.275960327731564,4.15682457142857,5.0124635,0,two.sided,Welch Two Sample t-test,0.675445034777526
ABR,SeverAD,Control,7,8,1.31517948152582,3.18690354536738,12.8726969471321,0.0072240885176382,0.127047664801055,0.663471728056089,5.82485857142857,5.429598875,0,two.sided,Welch Two Sample t-test,0.675445034777526
CACNA2D1,SeverAD,Control,7,8,-1.61565031668822,-3.18010970638962,12.9688276826884,0.00725878492378799,-1.16240974312018,-0.221820221165537,6.53329014285714,7.225405125,0,two.sided,Welch Two Sample t-test,0.675445034777526
TSC22D3,SeverAD,Control,7,8,1.33326738762751,3.21572454913797,12.2158458977479,0.00726048677252268,0.134356006021627,0.695576279692659,2.96296114285714,2.547995,0,two.sided,Welch Two Sample t-test,0.675445034777526
LRAT,SeverAD,Control,7,8,1.30348708233263,3.2525282424692,11.5383813463162,0.00726087927549493,0.125087777501761,0.639664793926809,2.31083528571429,1.928459,0,two.sided,Welch Two Sample t-test,0.675445034777526
